Sample,Ground Truth,Prediction,WER
2474,turn right heading one one zero cleared for ils approach runway one three,turn right heading one one zero cleared for ils approach runway one three,0.0
2522,eight seven nine reaching level one one zero,eight seven nine reaching level one one zero,0.0
2523,direct to rapet sky travel one zero three eight,direct to rapet sky travel one zero three eight,0.0
2524,lot three one five praha radar contact climb to flight level three four zero,lot three one five praha radar contact climb to flight level three four zero,0.0
615,praha radar good evening quality nine one romeo,praha radar good evening quality nine one romeo,0.0
167,anyway you can use runway two two and hold short of runway three one,anyway you can use runway two two and hold short of runway three one,0.0
1330,izrael two five two present heading for spacing,izrael two five two present heading for spacing,0.0
618,one six zero sky travel one,one six zero sky travel one,0.0
2470,three four zero continue up,three four zero continue up,0.0
1341,sky travel six seven zero ready for ta,sky travel six seven zero ready for ta,0.0
787,roger then contact praha on one three three four one zero please good bye,roger then contact praha on one three three four one zero please good bye,0.0
2467,three one ready,three one ready,0.0
2486,one two one nine thank you,one two one nine thank you,0.0
2506,quality two three whiskey direct lagar,quality two three whiskey direct lagar,0.0
616,lufthansa seven three nine praha,lufthansa seven three nine praha,0.0
785,radar one one nine decimal zero csa one nine six three,radar one one nine decimal zero csa one nine six three,0.0
2543,lufthansa nine whiskey tango hello radar radar contact climb flight level one six zero and continue runway heading for radar departure no speed,lufthansa nine whiskey tango hello radar radar contact climb flight level one six zero and continue runway heading for radar departure no speed,0.0
2544,ruzyne tower,ruzyne tower,0.0
2545,aero flot two seven three praha good day radar contact direct mikov,aero flot two seven three praha good day radar contact direct mikov,0.0
2537,turkish one seven seven zero runway one three cleared for takeoff wind zero three zero five knots good bye,turkish one seven seven zero runway one three cleared for takeoff wind zero three zero five knots good bye,0.0
612,jobair zero seven two tower continue approach runway three one,jobair zero seven two tower continue approach runway three one,0.0
2460,five one seven,five one seven,0.0
614,three three four one zero csa nine three zero,three three four one zero csa nine three zero,0.0
2461,oscar kilo india uniform oscar,oscar kilo india uniform oscar,0.0
621,we re looking for three seven zero at the moment csa nine two two roger,we re looking for three seven zero at the moment csa nine two two roger,0.0
148,austrian eight seven praha radar contact climb flight level three two zero,austrian eight seven praha radar contact climb flight level three two zero,0.0
933,easy eight three whiskey golf turn left heading zero six zero vectoring for ils runway one three,easy eight three whiskey golf turn left heading zero six zero vectoring for ils runway one three,0.0
2532,vectoring for shortcut expect right turn,vectoring for shortcut expect right turn,0.0
2533,lufthansa two kilo victor contact praha one three three four one zero bye bye,lufthansa two kilo victor contact praha one three three four one zero bye bye,0.0
2464,direct rapet german wings two one four one,direct rapet german wings two one four one,0.0
151,csa nine one seven descend flight level nine zero,csa nine one seven descend flight level nine zero,0.0
2542,are you established,are you established,0.0
2454,delta alfa uniform the field is at your two o clock position four miles confirm in sight,delta alfa uniform the field is at your two o clock position four miles confirm in sight,0.0
941,aero flot one two four roger climb to flight level three five zero,aero flot one two four roger climb to flight level three five zero,0.0
930,austrian three two six golf contact praha one two seven one two five,austrian three two six golf contact praha one two seven one two five,0.0
2483,one five level three eight,one five level three eight,0.0
1335,viking seven one one praha hello radar contact,viking seven one one praha hello radar contact,0.0
619,sky travel six six one contact praha one two seven eight two five,sky travel six six one contact praha one two seven eight two five,0.0
946,csa seven alfa juliett reduce speed one eight zero,csa seven alfa juliett reduce speed one eight zero,0.0
2529,sky travel one zero one one praha radar hello radar contact descend flight level one zero zero,sky travel one zero one one praha radar hello radar contact descend flight level one zero zero,0.0
150,csa nine seven five,csa nine seven five,0.0
173,austrian seven zero three if possible keep high speed proceed to kenok then intercept localizer runway three one,austrian seven zero three if possible keep high speed proceed to kenok then intercept localizer runway three one,0.0
2546,for departure,for departure,0.0
2547,two six nine for two eight zero inbound to lanux,two six nine for two eight zero inbound to lanux,0.0
795,speed bird two zero uniform reduce speed one five zero knots,speed bird two zero uniform reduce speed one five zero knots,0.0
786,left heading one three zero quality eight nine sierra,left heading one three zero quality eight nine sierra,0.0
784,austrian nine three proceed direct varik,austrian nine three proceed direct varik,0.0
613,one three three three nine zero german wings two one four zero,one three three three nine zero german wings two one four zero,0.0
2455,seven five etihad zero zero eight bye bye,seven five etihad zero zero eight bye bye,0.0
2540,pakistan seven zero nine proceed direct varik,pakistan seven zero nine proceed direct varik,0.0
155,air berlin three four nine alfa proceed direct rapet,air berlin three four nine alfa proceed direct rapet,0.0
2477,was it seven two seven,was it seven two seven,0.0
1003,radar good evening,radar good evening,0.0
1240,aero flot one four nine vacate via golf contact ruzyne ground one two one decimal nine good bye,aero flot one four nine vacate via golf contact ruzyne ground one two one decimal nine good bye,0.0
238,easy six one three golf climb flight level three four zero,easy six one three golf climb flight level three four zero,0.0
749,cimber three five two five,cimber three five two five,0.0
1004,donavia three zero five contact praha one two seven decimal two correction one two seven decimal one two five,donavia three zero five contact praha one two seven decimal two correction one two seven decimal one two five,0.0
1381,austrian three one two romeo praha radar contact descend flight level two nine zero fifteen hundred or greater,austrian three one two romeo praha radar contact descend flight level two nine zero fifteen hundred or greater,0.0
1380,lufthansa one papa kilo contact warsaw one three four decimal eight seven five good bye,lufthansa one papa kilo contact warsaw one three four decimal eight seven five good bye,0.0
2283,praha air berlin nine two six mike,praha air berlin nine two six mike,0.0
2286,one three three eight six zero bye bye,one three three eight six zero bye bye,0.0
2288,runway one three cleared for takeoff opera jet three hundred,runway one three cleared for takeoff opera jet three hundred,0.0
2514,rex sixty eight sixty eight contact departure,rex sixty eight sixty eight contact departure,0.0
2290,csa eight zero three descend flight level one three zero,csa eight zero three descend flight level one three zero,0.0
228,csa three five delta descend five thousand feet qnh one zero two three,csa three five delta descend five thousand feet qnh one zero two three,0.0
998,five five good day,five five good day,0.0
227,one two one nine sky travel nine five juliett,one two one nine sky travel nine five juliett,0.0
992,hotel echo xray taxi to juliett parking approved,hotel echo xray taxi to juliett parking approved,0.0
1368,sierra echo lima victor oscar praha radar hello radar contact,sierra echo lima victor oscar praha radar hello radar contact,0.0
2338,lufthansa seven seven papa contact rhein one three six four zero five bye bye,lufthansa seven seven papa contact rhein one three six four zero five bye bye,0.0
240,reducing one five zero to four and continue csa three foxtrot,reducing one five zero to four and continue csa three foxtrot,0.0
2276,one three three three nine zero aero flot one two two good bye,one three three three nine zero aero flot one two two good bye,0.0
241,sky travel one one zero two praha radar contact climb to flight level three one zero proceed to pisam,sky travel one one zero two praha radar contact climb to flight level three one zero proceed to pisam,0.0
1382,wizz air five nine one praha hello radar contact climb flight level two eight zero rapet at level,wizz air five nine one praha hello radar contact climb flight level two eight zero rapet at level,0.0
2299,hotel bravo charlie lima hotel via echo line up and wait runway one zero,hotel bravo charlie lima hotel via echo line up and wait runway one zero,0.0
2300,climbing flight level three one zero level by pisam csa four bravo echo,climbing flight level three one zero level by pisam csa four bravo echo,0.0
2301,lufthansa two november mike praha radar contact climb flight level three two zero climb level three two zero lufthansa two november mike,lufthansa two november mike praha radar contact climb flight level three two zero climb level three two zero lufthansa two november mike,0.0
233,three one csa four nine three,three one csa four nine three,0.0
231,one three three decimal three six zero good bye,one three three decimal three six zero good bye,0.0
1242,csa eight two nine vacate to the left contact ruzyne ground one two one point nine,csa eight two nine vacate to the left contact ruzyne ground one two one point nine,0.0
2306,one three three decimal four one zero csa one eight four,one three three decimal four one zero csa one eight four,0.0
752,praha contract two romeo golf descending flight level one five zero speed one eighty knots information november,praha contract two romeo golf descending flight level one five zero speed one eighty knots information november,0.0
753,hotel bravo papa golf bravo bonjour monsieur report echo one runway two five qnh one zero one nine,hotel bravo papa golf bravo bonjour monsieur report echo one runway two five qnh one zero one nine,0.0
2292,climbing level eight zero sky travel six eight two,climbing level eight zero sky travel six eight two,0.0
229,heading two,heading two,0.0
2291,good bye,good bye,0.0
235,csa nine seven seven descend flight level nine zero contact radar one one nine zero,csa nine seven seven descend flight level nine zero contact radar one one nine zero,0.0
1383,air france one nine eight two turn right heading one one zero right heading one one zero air france one nine eight two,air france one nine eight two turn right heading one one zero right heading one one zero air france one nine eight two,0.0
2273,britair five nine zero bravo runway three one clear to land wind one eight zero degrees five knots,britair five nine zero bravo runway three one clear to land wind one eight zero degrees five knots,0.0
1367,air france one zero eight two radar radar contact descend flight level one zero zero no speed limit information oscar,air france one zero eight two radar radar contact descend flight level one zero zero no speed limit information oscar,0.0
990,three one report established calibra four zero,three one report established calibra four zero,0.0
2342,lufthansa five juliett whiskey hello radar contact what s your requested final level lufthansa five juliett whiskey level three five zero,lufthansa five juliett whiskey hello radar contact what s your requested final level lufthansa five juliett whiskey level three five zero,0.0
1372,nine zero,nine zero,0.0
180,climb flight level three four zero easy four six zero bravo,climb flight level three four zero easy four six zero bravo,0.0
2322,tower good day jetstar seven sixty three,tower good day jetstar seven sixty three,0.0
224,lufthansa four tango papa descend flight level nine zero continue present heading vectoring for sequence,lufthansa four tango papa descend flight level nine zero continue present heading vectoring for sequence,0.0
223,csa nine two three descend flight level two nine zero,csa nine two three descend flight level two nine zero,0.0
2327,trans avia seven five zero contact rhein one two eight decimal zero seven five,trans avia seven five zero contact rhein one two eight decimal zero seven five,0.0
2328,delta hotel alfa climb flight level three four zero delta hotel alfa climbing three four zero,delta hotel alfa climb flight level three four zero delta hotel alfa climbing three four zero,0.0
995,ruzyne tower csa nine seven five visual approach runway one,ruzyne tower csa nine seven five visual approach runway one,0.0
1369,el al five two one praha good evening radar con,el al five two one praha good evening radar con,0.0
2331,cimber three five two seven ten degrees left,cimber three five two seven ten degrees left,0.0
2324,csa seven alfa juliett reduce one five zero,csa seven alfa juliett reduce one five zero,0.0
179,one zero alfa,one zero alfa,0.0
968,condor five two three descend flight level two nine zero due traffic,condor five two three descend flight level two nine zero due traffic,0.0
552,mike juliett foxtrot eight delta hello radar contact,mike juliett foxtrot eight delta hello radar contact,0.0
937,one three one three five zero sky travel six seven zero,one three one three five zero sky travel six seven zero,0.0
2478,csa two eight seven intercept localizer runway three one,csa two eight seven intercept localizer runway three one,0.0
1244,klm one eight three nine contact praha one two seven decimal one two five,klm one eight three nine contact praha one two seven decimal one two five,0.0
2319,praha radar jobair,praha radar jobair,0.0
2344,wizz air,wizz air,0.0
2318,air france one three eight two turn right heading two seven zero,air france one three eight two turn right heading two seven zero,0.0
758,left to venox csa seven three two two,left to venox csa seven three two two,0.0
2346,one two eight zero hotel,one two eight zero hotel,0.0
220,good evening sky travel one zero three seven,good evening sky travel one zero three seven,0.0
219,tower good afternoon turkish one seven seven zero on lima to holding point runway two four,tower good afternoon turkish one seven seven zero on lima to holding point runway two four,0.0
2350,delta india echo mike golf praha hello radar contact,delta india echo mike golf praha hello radar contact,0.0
2351,one thank you very much,one thank you very much,0.0
2353,lufthansa three lima juliett hello radar contact,lufthansa three lima juliett hello radar contact,0.0
2354,csa nine six one expedite via golf,csa nine six one expedite via golf,0.0
754,qantas five twenty nine sydney tower,qantas five twenty nine sydney tower,0.0
2334,runway three one cleared for takeoff csa one nine six two,runway three one cleared for takeoff csa one nine six two,0.0
994,easy two four seven foxtrot hello radar contact,easy two four seven foxtrot hello radar contact,0.0
2332,nor shuttle four five zero one praha radar contact,nor shuttle four five zero one praha radar contact,0.0
2314,ukraine international seven zero two squawk five one seven four,ukraine international seven zero two squawk five one seven four,0.0
653,csa nine three delta turn right heading two four zero,csa nine three delta turn right heading two four zero,0.0
600,letko at level,letko at level,0.0
823,ruzyne tower csa two delta zulu ready when reaching holding point runway three one,ruzyne tower csa two delta zulu ready when reaching holding point runway three one,0.0
2776,praha good morning reach one nine nine with you flight level two nine zero,praha good morning reach one nine nine with you flight level two nine zero,0.0
2774,lufthansa nine juliett charlie hello tower continue approach,lufthansa nine juliett charlie hello tower continue approach,0.0
2731,lot five two five hello roger continue approach and higher speed one sixty or greater until four miles final,lot five two five hello roger continue approach and higher speed one sixty or greater until four miles final,0.0
74,climb flight level one four zero csa five six zero,climb flight level one four zero csa five six zero,0.0
809,air berlin two two zero zero cross cerno flight level three one zero above,air berlin two two zero zero cross cerno flight level three one zero above,0.0
72,descending flight level one,descending flight level one,0.0
629,seven five good bye,seven five good bye,0.0
2728,affirm,affirm,0.0
810,easy nine charlie lima continue present heading vectoring ils approach runway three one information lima,easy nine charlie lima continue present heading vectoring ils approach runway three one information lima,0.0
2730,german wings seven papa turn left heading one three zero,german wings seven papa turn left heading one three zero,0.0
2733,russia two two two contact praha radar one one eight decimal three seven five good bye,russia two two two contact praha radar one one eight decimal three seven five good bye,0.0
2655,descend flight level one three zero wizz air four xray zulu,descend flight level one three zero wizz air four xray zulu,0.0
1255,air france one zero eight three contact praha radar one two zero decimal two seven five good bye,air france one zero eight three contact praha radar one two zero decimal two seven five good bye,0.0
76,victor lima mike,victor lima mike,0.0
2647,tower csa,tower csa,0.0
886,two zero three one,two zero three one,0.0
807,one zero one eight,one zero one eight,0.0
894,four quebec uniform passing two five three climbing two eight zero inbound donad,four quebec uniform passing two five three climbing two eight zero inbound donad,0.0
1307,reduce speed one nine zero knots,reduce speed one nine zero knots,0.0
2722,malev eight two four first left contact ground one two one decimal nine,malev eight two four first left contact ground one two one decimal nine,0.0
75,heli india echo hotel whiskey three thousand six hundred feet,heli india echo hotel whiskey three thousand six hundred feet,0.0
2720,csa eight five seven radar radar contact descend flight level one four zero,csa eight five seven radar radar contact descend flight level one four zero,0.0
2719,tower csa eight mike three established ils three one reducing one sixty,tower csa eight mike three established ils three one reducing one sixty,0.0
2657,air berlin eight four three nine,air berlin eight four three nine,0.0
2658,five maintaining flight level three one zero,five maintaining flight level three one zero,0.0
2659,beair five five one radar contact climb flight level one six zero,beair five five one radar contact climb flight level one six zero,0.0
2660,nor shuttle one five zero three line up runway three one,nor shuttle one five zero three line up runway three one,0.0
903,jobair zero seven one any speed limit for us,jobair zero seven one any speed limit for us,0.0
902,cleared for takeoff runway three one csa seven nine,cleared for takeoff runway three one csa seven nine,0.0
1312,descending flight level seven zero air france two four eight two,descending flight level seven zero air france two four eight two,0.0
628,confirm one three four nine two five bye bye,confirm one three four nine two five bye bye,0.0
2687,csa nine seven six turn left heading one two zero,csa nine seven six turn left heading one two zero,0.0
2688,lufthansa six november whiskey contact praha one two seven decimal one two five good bye two seven one two five lufthansa six november whiskey bye,lufthansa six november whiskey contact praha one two seven decimal one two five good bye two seven one two five lufthansa six november whiskey bye,0.0
2689,quality eight nine sierra tax,quality eight nine sierra tax,0.0
85,descending flight level one zero zero csa seven two seven,descending flight level one zero zero csa seven two seven,0.0
2716,wizz air four xray zulu descend flight level seven zero continue present heading vectoring ils approach three one,wizz air four xray zulu descend flight level seven zero continue present heading vectoring ils approach three one,0.0
2717,csa six eight eight line up runway three one line up three one csa six eight eight,csa six eight eight line up runway three one line up three one csa six eight eight,0.0
2718,affirm,affirm,0.0
2694,one one eight three seven five csa five zero eight,one one eight three seven five csa five zero eight,0.0
892,departure csa seven three two two two thousand f,departure csa seven three two two two thousand f,0.0
82,csa nine six one reduce to one nine zero knots descend flight level nine zero,csa nine six one reduce to one nine zero knots descend flight level nine zero,0.0
2580,sky travel one,sky travel one,0.0
2582,nor shuttle one five zero two turn right heading two seven zero cleared for ils approach runway three one,nor shuttle one five zero two turn right heading two seven zero cleared for ils approach runway three one,0.0
132,five four nine eight bye bye,five four nine eight bye bye,0.0
2575,good evening austrian three zero four charlie praha radar contact descend flight level two nine zero level by abrax,good evening austrian three zero four charlie praha radar contact descend flight level two nine zero level by abrax,0.0
2584,one three four nine two five,one three four nine two five,0.0
2586,german wings seven papa turn left heading zero four zero,german wings seven papa turn left heading zero four zero,0.0
129,and we expect to line up via runway two two,and we expect to line up via runway two two,0.0
922,lufthansa eight lima juliett contact warsaw one three four decimal eight seven five good bye,lufthansa eight lima juliett contact warsaw one three four decimal eight seven five good bye,0.0
1322,lufthansa six kilo victor praha hello radar contact descend flight level three hundred rapet at level,lufthansa six kilo victor praha hello radar contact descend flight level three hundred rapet at level,0.0
126,hotel echo xray wind calm runway two five cleared touch and go,hotel echo xray wind calm runway two five cleared touch and go,0.0
125,csa five charlie tango ruzyne tower continue approach,csa five charlie tango ruzyne tower continue approach,0.0
2593,level three three zero austrian three two three golf,level three three zero austrian three two three golf,0.0
2585,speed bird two zero uniform ten degrees to the left radar vectoring,speed bird two zero uniform ten degrees to the left radar vectoring,0.0
136,lufthansa two mike echo contact radar one two zero decimal two seven five,lufthansa two mike echo contact radar one two zero decimal two seven five,0.0
137,left heading,left heading,0.0
800,three one three radar radar contact,three one three radar radar contact,0.0
2581,thomson one zero alfa climb flight level three eight zero,thomson one zero alfa climb flight level three eight zero,0.0
923,britair nine zero four charlie line up runway one three,britair nine zero four charlie line up runway one three,0.0
81,csa seven eight nine contact ground one two one point nine,csa seven eight nine contact ground one two one point nine,0.0
135,malev eight two four to the left heading one six zero cleared for ils approach runway one three,malev eight two four to the left heading one six zero cleared for ils approach runway one three,0.0
2698,csa four eight zero line up runway three one,csa four eight zero line up runway three one,0.0
890,ok line up runway three one csa seven nine,ok line up runway three one csa seven nine,0.0
2701,csa seven seven three contact tower one one eight one,csa seven seven three contact tower one one eight one,0.0
80,descending four thousand feet one zero one eight maintaining the heading quality,descending four thousand feet one zero one eight maintaining the heading quality,0.0
2704,central charter one five eight climb flight level three one zero,central charter one five eight climb flight level three one zero,0.0
2705,wizz air four romeo papa radar contact after domal direct somis,wizz air four romeo papa radar contact after domal direct somis,0.0
79,cleared for takeoff runway one three csa four delta romeo,cleared for takeoff runway one three csa four delta romeo,0.0
888,request descend flight level two nine zero,request descend flight level two nine zero,0.0
77,roger thank you,roger thank you,0.0
2710,say again please,say again please,0.0
2712,flight level one hundred easy five three kilo,flight level one hundred easy five three kilo,0.0
1256,sky travel one one zero three descend flight level two nine zero,sky travel one one zero three descend flight level two nine zero,0.0
908,lufthansa two five two seven leaving level three four zero descending level two nine zero level by letko,lufthansa two five two seven leaving level three four zero descending level two nine zero level by letko,0.0
627,lot three zero five report requested cruising level,lot three zero five report requested cruising level,0.0
2576,one one nine decimal nine five zero oscar kilo alfa lima zulu,one one nine decimal nine five zero oscar kilo alfa lima zulu,0.0
1313,descend flight level one zero zero high speed direct papa romeo nine six two csa nine five,descend flight level one zero zero high speed direct papa romeo nine six two csa nine five,0.0
2654,departure,departure,0.0
870,sky travel one one zero three runway three one clear to land wind one nine zero degrees six knots,sky travel one one zero three runway three one clear to land wind one nine zero degrees six knots,0.0
564,thank you,thank you,0.0
568,hotel yankee hotel wind zero four zero degrees one one knots runway one zero cleared to land,hotel yankee hotel wind zero four zero degrees one one knots runway one zero cleared to land,0.0
1778,csa nine delta sierra descend four thousand feet clear ils three one,csa nine delta sierra descend four thousand feet clear ils three one,0.0
433,degrees four knots,degrees four knots,0.0
429,climbing flight level one one zero csa seven eight six,climbing flight level one one zero csa seven eight six,0.0
693,affirm,affirm,0.0
1784,lomki heading zero five zero s,lomki heading zero five zero s,0.0
441,easy six seven kilo papa descend flight level nine zero contact ruzyne radar one one nine zero good bye,easy six seven kilo papa descend flight level nine zero contact ruzyne radar one one nine zero good bye,0.0
452,climbing one four zero left direct kolad lufthansa two mike echo,climbing one four zero left direct kolad lufthansa two mike echo,0.0
906,austrian one seven two papa call praha one two seven one two five good bye,austrian one seven two papa call praha one two seven one two five good bye,0.0
1736,lufthansa five yankee victor contact ruzyne ground one two one decimal nine bye bye,lufthansa five yankee victor contact ruzyne ground one two one decimal nine bye bye,0.0
1220,air berlin five three eight lima contact praha one three three decimal three nine zero good bye,air berlin five three eight lima contact praha one three three decimal three nine zero good bye,0.0
1738,below flight level nine five class echo airspace do you accept,below flight level nine five class echo airspace do you accept,0.0
449,kilo k approaching,kilo k approaching,0.0
1740,lufthansa one romeo papa contact praha one three five decimal one three five,lufthansa one romeo papa contact praha one three five decimal one three five,0.0
1741,csa seven six echo turn right proceed direct to agava right direct agava csa seven six echo,csa seven six echo turn right proceed direct to agava right direct agava csa seven six echo,0.0
1742,lufthansa seven kilo k,lufthansa seven kilo k,0.0
567,csa eight echo charlie contact ruzyne radar one one nine zero,csa eight echo charlie contact ruzyne radar one one nine zero,0.0
1223,csa zero two five sorry runway one three is now,csa zero two five sorry runway one three is now,0.0
1774,decimal,decimal,0.0
1772,lufthansa two juliett whiskey runway three one clear takeoff bye bye,lufthansa two juliett whiskey runway three one clear takeoff bye bye,0.0
1705,ok three four nine two five fedex,ok three four nine two five fedex,0.0
563,ok copy,ok copy,0.0
1730,one decimal nine csa four eight one,one decimal nine csa four eight one,0.0
1731,three four zero,three four zero,0.0
1733,cimber three five two eight landing traffic,cimber three five two eight landing traffic,0.0
1462,csa nine six zero line up runway three one lining up three one csa nine six zero,csa nine six zero line up runway three one lining up three one csa nine six zero,0.0
439,one three four decimal four seven five sun turk eight four four thank you,one three four decimal four seven five sun turk eight four four thank you,0.0
1145,ruzyne tower csa five four four,ruzyne tower csa five four four,0.0
694,praha radar hello austrian three two three golf level two six five climbing two eight zero,praha radar hello austrian three two three golf level two six five climbing two eight zero,0.0
1766,csa four eight one radar radar contact descend flight level one zero zero papa information correct and no speed restrictions,csa four eight one radar radar contact descend flight level one zero zero papa information correct and no speed restrictions,0.0
1222,qatari six zero five five now proceed to norku,qatari six zero five five now proceed to norku,0.0
1455,praha radar radar contact descend flight level one three zero high speed approved information quebec,praha radar radar contact descend flight level one three zero high speed approved information quebec,0.0
1769,easy six eight kilo papa good evening radar radar contact climb flight level one six zero,easy six eight kilo papa good evening radar radar contact climb flight level one six zero,0.0
1770,eight romeo golf alfa praha good morning radar contact proceed to lomki,eight romeo golf alfa praha good morning radar contact proceed to lomki,0.0
1771,csa six three five runway three one clear to land wind one six zero degrees three knots,csa six three five runway three one clear to land wind one six zero degrees three knots,0.0
1744,climb to flight level three one zero,climb to flight level three one zero,0.0
1746,cleared for takeoff runway three one,cleared for takeoff runway three one,0.0
1747,descend flight level one,descend flight level one,0.0
90,oscar kilo bravo yankee romeo,oscar kilo bravo yankee romeo,0.0
1308,and present heading,and present heading,0.0
88,reach one two zero contact bratislava one three four decimal four seven five good bye,reach one two zero contact bratislava one three four decimal four seven five good bye,0.0
898,csa eight eight one descend flight level one zero zero continue holding contact ruzyne radar one one nine zero,csa eight eight one descend flight level one zero zero continue holding contact ruzyne radar one one nine zero,0.0
2684,lufthansa one four nine one descend flight level three four zero,lufthansa one four nine one descend flight level three four zero,0.0
2685,lufthansa two five three eight praha radar contact,lufthansa two five three eight praha radar contact,0.0
86,fraction six victor lima hello radar contact,fraction six victor lima hello radar contact,0.0
89,yes easy three zero six five,yes easy three zero six five,0.0
2668,turkish one seven six seven hello radar contact descend flight level three four zero,turkish one seven six seven hello radar contact descend flight level three four zero,0.0
2667,direct to,direct to,0.0
2666,hello radar contact,hello radar contact,0.0
100,hotel golf kilo you may leave frequency bye bye,hotel golf kilo you may leave frequency bye bye,0.0
2649,german wings seven hotel behind landing,german wings seven hotel behind landing,0.0
97,cleared to land runway one three csa five mike bravo,cleared to land runway one three csa five mike bravo,0.0
2651,turn left direct oscar kilo golf csa,turn left direct oscar kilo golf csa,0.0
96,kingfisher zero zero eight contact bratislava one three four decimal four seven five,kingfisher zero zero eight contact bratislava one three four decimal four seven five,0.0
2680,november four nine xray lima taxi via delta line up zero four report ready,november four nine xray lima taxi via delta line up zero four report ready,0.0
2669,wizz air four foxtrot bravo praha radar contact,wizz air four foxtrot bravo praha radar contact,0.0
1221,tower good evening,tower good evening,0.0
805,descend level one zero zero no speed,descend level one zero zero no speed,0.0
1749,two zero one radar radar contact,two zero one radar radar contact,0.0
442,quality nine one romeo ruzyne tower startup approved time two seven,quality nine one romeo ruzyne tower startup approved time two seven,0.0
1751,windgoose two one two praha radar hello radar contact,windgoose two one two praha radar hello radar contact,0.0
1458,ruzyne tower lot five two papa ils three one,ruzyne tower lot five two papa ils three one,0.0
1753,direct to lima delta zulu oscar foxtrot f,direct to lima delta zulu oscar foxtrot f,0.0
1755,csa five seven three runway three one clear to land wind one nine zero degrees three knots expedite vacating via golf,csa five seven three runway three one clear to land wind one nine zero degrees three knots expedite vacating via golf,0.0
2268,lufthansa zero three tango praha radar contact descend flight level two nine zero,lufthansa zero three tango praha radar contact descend flight level two nine zero,0.0
2213,ready for departure sky travel six eight two,ready for departure sky travel six eight two,0.0
1007,jobair zero eight one line up runway three one,jobair zero eight one line up runway three one,0.0
1310,lufthansa,lufthansa,0.0
804,descend level eight zero sky travel one two zero one,descend level eight zero sky travel one two zero one,0.0
93,five zero,five zero,0.0
2673,zero two three affirm,zero two three affirm,0.0
2674,csa three zero three speed one eight zero knots,csa three zero three speed one eight zero knots,0.0
2676,direct to pisam sky travel six seven zero,direct to pisam sky travel six seven zero,0.0
1325,air berlin nine eight six echo call praha one two seven decimal one two fi,air berlin nine eight six echo call praha one two seven decimal one two fi,0.0
2554,sky travel one two zero one ready for descend,sky travel one two zero one ready for descend,0.0
929,qatari six tango papa heavy sydney tower good day continue approach,qatari six tango papa heavy sydney tower good day continue approach,0.0
2911,austrian one seven six papa descend flight level three one zero only,austrian one seven six papa descend flight level three one zero only,0.0
2858,csa five one seven contact ruzyne ground one two one decimal nine,csa five one seven contact ruzyne ground one two one decimal nine,0.0
850,descending flight level two nine zero turkish one seven six seven,descending flight level two nine zero turkish one seven six seven,0.0
2883,affirm,affirm,0.0
849,affirm in one and half minute expect right turn to downwind,affirm in one and half minute expect right turn to downwind,0.0
2885,csa two nine six ruzyne tower,csa two nine six ruzyne tower,0.0
2909,easy nine charlie lima roger contact ruzyne tower one one eight decimal one good bye,easy nine charlie lima roger contact ruzyne tower one one eight decimal one good bye,0.0
844,one three four eight seven five bye bye,one three four eight seven five bye bye,0.0
2914,one three three two eight five lufthansa seven juliett alfa thank you,one three three two eight five lufthansa seven juliett alfa thank you,0.0
143,jobair zero five papa,jobair zero five papa,0.0
2915,lufthansa four whiskey yankee hello radar conta,lufthansa four whiskey yankee hello radar conta,0.0
1272,lufthansa nine alfa hotel climb to flight level three four zero,lufthansa nine alfa hotel climb to flight level three four zero,0.0
7,austrian three one seven november contact praha one three three decimal three nine zero,austrian three one seven november contact praha one three three decimal three nine zero,0.0
2919,lufthansa seven eight seven descend to flight level eight zero,lufthansa seven eight seven descend to flight level eight zero,0.0
2920,csa seven four three,csa seven four three,0.0
842,austrian five five alfa delta for higher level praha on one three three three nine zero good day,austrian five five alfa delta for higher level praha on one three three three nine zero good day,0.0
1271,correct csa seven bravo juliett contact ruzyne radar one one nine decimal zero one one nine zero,correct csa seven bravo juliett contact ruzyne radar one one nine decimal zero one one nine zero,0.0
23,ruzyne tower air france one three three,ruzyne tower air france one three three,0.0
2856,wizz air four yankee victor proceed direct oscar kilo golf,wizz air four yankee victor proceed direct oscar kilo golf,0.0
2855,and ryan air five juliett uniform report requested flight level,and ryan air five juliett uniform report requested flight level,0.0
859,descending one seven,descending one seven,0.0
824,air berlin two eight two golf praha radar contact,air berlin two eight two golf praha radar contact,0.0
2860,one two seven one two five good bye austrian two seven four charlie maintaining two nine zero,one two seven one two five good bye austrian two seven four charlie maintaining two nine zero,0.0
2859,csa zero two seven roger runway one three clear to land wind zero six zero five knots,csa zero two seven roger runway one three clear to land wind zero six zero five knots,0.0
2840,csa four zero six ruzyne tower,csa four zero six ruzyne tower,0.0
1262,donavia three zero five descend flight level two nine zero one thousand or more,donavia three zero five descend flight level two nine zero one thousand or more,0.0
30,lufthansa nine alfa hotel one three three three nine zero good bye,lufthansa nine alfa hotel one three three three nine zero good bye,0.0
2843,six papa,six papa,0.0
2845,reducing one forty jobair zero five one papa,reducing one forty jobair zero five one papa,0.0
2846,nor shuttle one one five seven climb flight level three one zero,nor shuttle one one five seven climb flight level three one zero,0.0
2847,thank you,thank you,0.0
2849,continue approach csa seven alfa juliett,continue approach csa seven alfa juliett,0.0
1282,csa six three three request new heading zero six five due to weather,csa six three three request new heading zero six five due to weather,0.0
