Sample,Ground Truth,Prediction,WER
1341,jetstar seven six three sydney ciao,jetstar seven six three to detail,33.33
1654,climb flight level three four zero and final request,top level over three four zero and final request,33.33
851,four zero five six six one,three four zero five six six,33.33
1001,radar good evening,good evening,33.33
765,southern air eight five zero zero ready for immediate,so tonight eight five three zero ready for immediate,33.33
1088,cerno three one zero or above air berlin two two zero zero,cno three one zero bravo berlin two two zero zero,33.33
1986,r seven five,seven five,33.33
711,one four seve,one four seven,33.33
1934,zero one proceed to heliport three,christos zero one proceed to harryport three,33.33
1508,int one three,and one three,33.33
837,we re actually planning to stay at this level at first ok,were actually planning to stay at this level if thats ok,33.33
1512,csa eight mike three praha radar contact descend flight level one three zero information papa no speed limit,csa is mike three wn brawley now contact this flight number one three zero information papa no speed limit,33.33
1011,hotel delta lima contact apron one two one decimal eight five five,hotel das lima contact aipron one two one decimal eight,33.33
982,aero flot one four three are you localizer established,airflow ground four three are you localizer established,33.33
1252,clear takeoff runway three one wizz air four nine one bye bye,thank you runway three one with foxtrot four nine one bye bye,33.33
1667,e four zero,three four zero,33.33
1670,csa five zero nine runway one,charlie charlie five zero nine runway one,33.33
1190,tower good morning sky travel one one nine three we re established,tower good morning skyline one one nine three were established,33.33
1672,air berlin seven one five victor descend to fli,berlin seven one five victor descent to,33.33
1994,good evening three eight papa golf,control good evening easy three eight papa golf,33.33
2298,lufthansa two november mike praha radar contact climb flight level three two zero climb level three two zero lufthansa two november mike,lufthansa two november mike praha hawaii radar contact call flight level three two zero ljb three two zero lufthansa two november we are by mike,31.82
585,csa two mike delta climb to flight level one zero zero and turn right with right turn resume own navigation to cerno,csa to my delta climb to flight level one zero zero and then right with flight time resume navigation to channel,31.82
2144,hotel foxtrot three descend altitude four thousand feet and you are cleared for ils approach runway three one roger thank you sir,hotel fox three descent altitude four zulu echo romeo oscar feet and you are cleared for our approach runway three one roger thank you sir,31.82
2243,qnh one zero two two continue down to flight level one three zero sierra delta mike two two one,cuny one zero two two is continued on to flight level one three zero to the mike two two one,31.58
1176,five seven two praha good morning radar contact direct tango bravo victor direct to tango bravo victor martinair five,stadia five seven two bravo good morning radar contact direct tango bravo victor direct tango bravo victor master no fire,31.58
625,break break easy three zero six five left turn one six zero cleared for ils approach runway one three,the chap break break is three zero six five left turn one six zero cleared for acceleration on wave one three,31.58
1706,praha approach csa five kilo papa descending flight level one seven zero mike on board one zero two zero,wda approach just say five kilo papa descending five tango one seven zero mic on board one zero two zero,31.58
2659,flight level three four zero easy eight one six lima thank you requesting three eight zero for the cruise,skyway home three four zero read the eight one six thank you requesting three eight zero with the cruise,31.58
2070,lufthansa one four nine three contact munich one three two point one five five good bye,guten sala one four nine three contact munich one three two decimal one five five goodbye,31.25
2227,germania one three four five contact rhein one three three decimal two eight five good bye,german air one three four five contact rhine one three three decimal two eight five goodbye,31.25
2272,negative three three three nine zero ok two three three nine zero siberia eight nine e,negative three three three nine zero ok three three three nine zero so very tender,31.25
1248,hotel echo xray wind two three zero degrees six knots runway two five cleared to land,hotelico xray i window two three zero degrees six knots runway two five kilo to land,31.25
2920,taxi holding point three one via foxtrot cross runway zero four slovak government zero zero four,taxi hold depot three one via f cross runway zero four for the government zero zero four,31.25
2354,lima l tango nine zero one hello radar contact climb to flight level three four zero,lima lima one zero go nine zero one hold radar contact climb to flight level three four zero,31.25
163,radar good morning lufthansa six kilo victor in flight level three four zero inbound direct rapet,good morning lufthansa six kilo victor in flight of three four zero in mountain hairpin,31.25
1280,csa six three three request new heading zero six five due to weather,cessna six three three request new heading zero six five you too ready,30.77
2265,lufthansa zero three tango praha radar contact descend flight level two nine zero,one zero zero three tengo praha radar contact descent flight level two nine zero,30.77
878,csa four eight zero ruzyne tower according cto expect departure at zero two,csa four eight zero represent rosina tower according to cto expect departure zero two,30.77
2376,fl two seven zero vemut quality seven nine hotel god morning radar contact,flight level two seven zero vemut quality seven nine hotel traha good morning radar contact,30.77
638,praha good evening speed bird one five flight level three three zero reaching,braha good evening spirit one five flight level three three zero routing,30.77
1372,prague hello cimber three five two five descending one seven zero inbound golop,apera aco kimba three five two five descending one seven zero inbound column,30.77
2913,loadmaster eight six four three praha good morning radar contact proceed to pepik,floor master eight six four three praha good morning radar contract proceed to perfect,30.77
621,warsaw one two zero nine five zero thai nine three one bye bye,india one two one two zero nine five zero tye nine three one bye bye,30.77
445,malaisian six contact munich one three two point one five five good by,malaysian six contact munich one three two decimal one five five,30.77
102,alfa romeo tango one zero seven papa descend to flight level eight zero,alpha mo tango one zero seven papa descent to flight level zero,30.77
1265,cleared for takeoff runway three one aero flot one five zero good day,cleared for takeoff runway three one airport one five zero thank you,30.77
1075,seven two seven contact munchen one three two five five zero good day,seven two seven contamination one three two five five zero grey,30.77
1892,bee air one four zero reduce speed two five zero knots or less,you have one four zero to you speed two five zero knots or less,30.77
2051,praha fraction eight six victor correction six victor lima passing flight level two,vama fraction eight six victor fraction six victor leva marching flight level two,30.77
1776,praha radar hello lufthansa six seven papa maintaning flight level three one zero,kwad radar hello lufthansa six seven papa maintain credible three one zero,30.77
1975,descend to flight level one zero zero air france one three eight two,descent to flight level one zero zero france one two eight,30.77
928,austrian three two six golf contact praha one two seven one two five,auten three two six gough contact praha one two seven decimal two five samos,30.77
2874,csa two delta zulu contact radar one two zero decimal two seven five,charlie three two lima contact radar one two zero decimal two seven five,30.77
727,air france one nine eight romeo to hold short of runway two four,france one nine eight romelu hot short of runway two four,30.77
1028,black sea nine four eight contact munich one three one decimal zero five,black sea nine zero four eight contact minishum one three one zero,30.77
743,beline four zero reduce speed one six zero knots till four miles and contact ruzyne tower one one eight decimal one good bye,bravo one four zero reduce speed one six zero knots till four miles and contact cruising tower one one eight zero slum goodbye,30.43
1915,three three three nine zero austrian one seven five juliett,three three three nine zero again one seven five juliet five,30.0
1598,control bline five tango hotel flight level three three zero,control lodi line five tango del flight level three three zero,30.0
1229,csa seven six five turn left heading zero four zero,ccc seven six five tala heading zero four zero,30.0
365,leaving level three five zero for level two nine zero to be level at abrax austrian one seven two papa,leaving level three five zero for level two nine zero to be level at upper access one zero months into travel,30.0
1050,good morning wizz air five three zero ruzyne tower roger,good morning victor zulu five three zero rosina tower roger,30.0
2125,air baltic two two one radar contact two two one,ill take two two one hello radar contact two two one,30.0
1342,roger now climb flight level three four zero and proceedto,roger now climb flight level three four zero and proceed to chep,30.0
2806,oscar kilo mike charlie charlie runway two seven cleared for low approach wind three two zero degrees five knots after low approach continue straight ahead climb to three thousand feet,atc runway two seven cleared for low approach wind three two zero degrees five knots after low approach continue straight ahead climb to three zulu echo romeo oscar feet,30.0
716,lufthansa two four mike one three three two eight five,two for mike one three three two eight five ahoy,30.0
2661,runway one three cleared to land csa seven zero one,runway one three cleared lines ksa seven zero one,30.0
2606,csa six one eight turn left heading two nine zero,csa six one eight tanla varinca two nine zero,30.0
2314,one three zero two seven five speed bird eight six,one three zero two seven five spirit eight six five,30.0
1136,at flight level one zero zero no speed restrictions and,at one zero zero no speed restrictions,30.0
1077,csa eight two seven reduce speed two five zero knots,csa eight two seven to use papa two five zero knots,30.0
791,descend flight level one zero zero nor shuttle three five,descent flight level one zero zero november three five,30.0
85,descending flight level one zero zero csa seven two seven,november five two one zero zero csa seven two seven,30.0
1545,clear to land runway one three csa two mike charlie,cleared to land runway one three csa to mike curley,30.0
1155,siberia eight seven five hello radar contact proceed to mikov,siberia eight seven five orega contact proceed to meco,30.0
1981,fa hotel one one eight three seven five bye bye,alfa tango charlie one eight three seven five bye bye,30.0
1085,speed bird eight six zero continue present heading vectoring ils approach runway three one present speed or greater number one,speedbird eight six zero continue present heading vectoring us approach number three one present speedo greater number one,30.0
372,helicopter tango oscar you may leave the frequency bye bye,you may leave the frequency bye bye,30.0
1929,and we are on heading zero eight five for sh,and we are on the heading zero eight five porsche,30.0
1947,ven five eight what s the speed of that traffic,five eight eight whats the speed of that traffic,30.0
1526,climbing flight level one six zero swiss four six one,cabo one six zero swiss four six one,30.0
516,sun express nine seven four proceed to hotel lima zulu,san express nine seven four proceed to hotel de mazur,30.0
1458,beair five five two runway one three clear to land wind zero two zero degrees four knots,beyer five five til runway one three cleared to wind two zero two zero degrees four knots,29.41
1874,lufthansa nine victor v descend flight level two nine zero nine victor v descending two nine zero,cessna nine victor vector distance flight level two nine zero nine victor vector distance two nine zero,29.41
2450,delta alfa uniform the field is at your two o clock position four miles confirm in sight,delta alpha uniform the field is at your two oclock position four miles confirm inside,29.41
2525,sky travel one zero one one praha radar hello radar contact descend flight level one zero zero,scadro one zero one one praha raina hello raina contact traditional flight level one zero zero,29.41
593,praha radar good morning britair five nine zero bravo reducing two five zero now descending one seven,good morning brityakh five nine zero reducing two five zero descending one seven,29.41
1072,csa eight zero three runway one three clear to land wind three six zero degrees seven knots,six zero three romeo one three cleared to land and three six zero degrees seven knots,29.41
2464,speed back one eight zero knots austrian seven zero three csa two zero seven reduce speed to one eight zero reducing speed one eighty,speed take one eight seven nsd seven zero three csa two seven reduce speed to one eight zero reducing speed one eight zero,29.17
607,hotel bravo sierra golf romeo bern tower into control by route november join mid left downwind runway one four qnh one zero two seven,hotel bauschia golf romeo bernth tower enter control via route nov join me left downwind runway one four qnh one zero two seven,29.17
1482,air berlin one one three golf climb flight level three four zero climbing flight level three four zero air berlin one one three g,air berlin one one three go climb far over three four zero far over three four zero air berlin one one three go,29.17
1006,easy five five nine seven turn left papa lima and contact ground one two one decimal nine bye bye papa lima one two one nine thank you five four nine two,it is five four nine zero seven turn left papa windmill and contact ground one two seven nine bye bye papa lima one two one nine thank you five four nine zero seven,29.03
2377,delta charlie bravo alfa yankee calling praha,delta charlie bravo alpha yankee calling to,28.57
1639,ok so again vor dme so prepare vor dme runway three one no problem,okay so again vor dme so prepare vor dme im waiting no problem,28.57
1475,direct elmek klm one three seven four,direct lmek klm avant three seven four,28.57
325,three three zero izrael two five two,three three zero its five two five two,28.57
317,descend flight level one three zero stand,set flight level one three zero standard,28.57
970,traffic on runway one three in sight,traffic on runway one three inside,28.57
1702,ok three four nine two five fedex,okay three four nine two five cedex,28.57
955,heading three six zero two one zero,henry three six zero rsc two one zero,28.57
2594,csa nine zero four contact praha radar one one eight decimal three seven five,csa nine zero four contact prarida one one eight decimal three seven five position home,28.57
177,ok we takeoff runway three one bri,okay we takeoff runway three one,28.57
1578,giving a way to the boeing and changing to one two one decimal nine,heading away to the boeing and changing to one two one decimal nine nine,28.57
382,roger turn left heading two five five,left heading two five five,28.57
2369,austrian one two four proceed to vadov,australian one two four proceed to vado,28.57
2736,donavia three zero five hello radar contact,nabia three zero five hold radar contact,28.57
1733,lufthansa five yankee victor contact ruzyne ground one two one decimal nine bye bye,pubg five in kiviktia contact rosny ground one two one decimal nine bye bye,28.57
1554,descend two nine zero austrian three two,descend two nine zero austin three two three,28.57
911,praha good evening lufthansa four one alfa maintaining level three one zero approaching vemut,good evening lufthansa four one alfa lima maintaining level three one zero watching weibut,28.57
1790,prague radar aero flot two nine nine,prague radar ive got two nine nine,28.57
210,continue heading three three zero to inter,continue heading three three zero tim,28.57
418,one three three three nine zero good bye nor shuttle one six three three,one three three three niner seven good bye moso two one six three three,28.57
886,request descend flight level two nine zero,request descent fly level two nine zero,28.57
881,two nine zero eight five zero zero,two nine zero sun air eight five zero zero,28.57
331,ok zero three zero zero and ex,okay zero three zero zero and,28.57
1517,one two five nine six five good bye to you tarom three zero two,one two five nine zero six bye goodbye to you tarom three zero two,28.57
435,and klm seven three whiskey reduce speed one six zero knots till four dme,and kilo seven three victor reduce speed one six zero knots till four zero mike,28.57
2740,praha polet four one zero six good morning level three one zero to holesov,aha pilot four one two six good morning level three one zero to holofort,28.57
1741,climb to flight level three one zero,go up to flight level three one zero,28.57
2536,pakistan seven zero nine proceed direct varik,pakistan seven zero nine proceed direct to barracks,28.57
2850,one two nine five two five good,one two nine decimal five two five good night,28.57
2205,turkish one nine five three praha good day radar contact proceed elmek then norku,turkish one nine five three praha gudei radar contact proceed elmech then norco,28.57
2888,easy five four nine seven present heading vectoring for runway one three descend four thousand feet qnh one zero one eight,easy five four nine seven present heading vectoring for runway one three descend four zulu echo romeo oscar feet tune hotel one zero one eight,28.57
663,ok call you behind the next landing,okay call you behind your next landing,28.57
1258,two zero klm one three seven four,two zero can i one three seven four,28.57
526,air france two three four seven no turbulence reported at level three six zero,france two three four seven no turbans reported atc three six zero,28.57
2190,csa seven two seven tower continue approach,charlie seven two seven tower bredan continue approach,28.57
86,fraction six victor lima hello radar contact,foxtrot six victor hello radar contact,28.57
1242,klm one eight three nine contact praha one two seven decimal one two five,klm one three nine contact taha one two seven decimal one two five to change,28.57
2160,germanwing seven five five proceed direct ra,general seven five five proceed direct traffic,28.57
2236,two zero seven level three six zero,two two seven level six six zero,28.57
8,sun turk six nine seven contact rhein one three six decimal four zero five,santa three nine seven contact crying one three six decimal four zero five,28.57
1186,ok reducing speed and descending flight level one five zero csa six eight nine,ok reducing speed and descending firewall one five zero just say six eight nine,28.57
559,and contact praha one two seven decimal one two five cimal one two five,and contact praha one two seven decimal one two five no session at all,28.57
2797,eight nine seven contact praha one three five decimal one three five good bye,sabira eight nine zero seven contact praha one three five decimal one three five goodbye,28.57
633,roger climb flight level three four zero,roger conflict level three four zero,28.57
490,klm seven three whiskey maintain present heading for vectoring for ils approach runway two four and reduce your speed now below two six zero knots,klm seven tango my team presenting for vectoring kls approach runway two four and reduce your speed now below two six zero knots,28.0
2822,shamrock six four four radar radar contact descend flight level one zero zero and continue on present heading for radar vectoring ils runway three one,schimrock six four four radar radar contact descent flight level one zero zero and continue on present heading for radar vector in klsr mike eight three one,28.0
2258,swiss one two four bravo runway three one cleared to land wind zero seven zero degrees five knots,this is one two four bravo runway three one grid one wind zero seven zero degrees five knots,27.78
135,malev eight two four to the left heading one six zero cleared for ils approach runway one three,mala foxtrot yankee two four to the left heading one six zero clear for us approach runway one three,27.78
173,austrian seven zero three if possible keep high speed proceed to kenok then intercept localizer runway three one,alf three seven zero three if possible key five speed proceed to knog then intercept localizer runway three one,27.78
1688,air berlin five four three echo hello radar contact descend flight level two nine zero level by abrax,albalin five four three echo radar contact this is flight level two nine zero level by abrax,27.78
1798,ruzyne tower sky travel six eight two stand three november one zero one eight and ready for clearance,russian tower temperature sky travel six decimal eight two stand three november one decimal zero one eight and ready for clearing,27.78
20,qatari zero two mike on taxiway juliett cross runway one zero contact apron one two one decimal seven five five good bye,qt zero two mike contact sway juliet cross runway one zero contact apron one two one decimal seven five five goodbye,27.27
1084,one two seven one two five bye bye ryan air six,one two seven one two five bye bye vanna,27.27
1574,cleared for takeoff three one air france one three eight three,gifford takeoff three one air france one three three,27.27
733,speed bird eight two zero turn left heading zero eight zero,spirit eight three zero turn left heading zero eight zero,27.27
667,sky travel six eight two climb flight level three five zero,skytrail osh six eight two climb fly level three five zero,27.27
783,radar one one nine decimal zero csa one nine six three,radio one one nine decimal zero csa one nine six three nacicena waleke,27.27
388,swiss three three two behind challenger line up to eight behind,this is three three two behind challenger line up to it behind,27.27
390,heading left three six zero air france one seven eight two,turning three six zero france one seven eight two,27.27
2827,lufthansa five mike echo present heading descend flight level one three,gos five mike present heading descent flight level one three,27.27
1270,lufthansa nine alfa hotel climb to flight level three four zero,lufthansa niner alpha hotel come to flight level three four zero,27.27
236,austrian seven one zero papa line up runway one three hello,austrian seven one zero papa runway one three hotel,27.27
1440,one three three four one zero easy two four seven foxtrot,one three three four one zero atc two decimal seven fox,27.27
180,climb flight level three four zero easy four six zero bravo,lasl level three four zero easy four six zero one,27.27
2279,aero flot one two four new squak one four seven seven,ira fort one two four new skolk one four seven seven,27.27
324,climbing flight level three one zero csa six zero five zero,flipping flight hold at three one zero csa six zero five zero,27.27
2434,h zulu mike foxtrot three descend flight level three zero zero,hotel zulu mike foxtrot three descent flight kavut three zero zero,27.27
2833,passing vlm speed two five zero austrian seven zero five papa,passing blasheim speed two five zero austin seven zero five taba,27.27
2561,lufthansa two five four zero climb flight level three four zero,lufthansa two five four zero come fly dolat three four zero,27.27
2303,one three three decimal four one zero csa one eight four,one three three decimal four one zero charlie sierra one eight four wthl,27.27
1314,mike alfa kilo contact munchen one three one decimal zero fi,mike alpha kilo contact mention one three one decimal zero five,27.27
1979,left heading zero seven five air france one nine eight two,left heading zero seven five also at nine eight two,27.27
1417,csa four charlie zulu climb to flight level one six zero,csa four charlies rule climb to fly level one six zero,27.27
2468,atlanta five one zero praha hello radar contact direct to pepik,atlanta five one zero hello contact direct to pepic,27.27
1316,lufthansa two echo kilo hello climb flight level three four zero,cos two eco kilo hello climbing flight level three four zero,27.27
1384,praha radar oscar kilo mike echo papa flight level six zero,right now oscar kilo mike anchor papa flight level six zero,27.27
301,turning right heading one eight zero sky travel three five juliett,attenac right heading one eight zero skytrol three five juliett,27.27
1227,to higher call radar one two zero decimal two seven five,so higher call radar one two zero decimal two seven five for what,27.27
1851,well there s marchall on it s way and in zurich it is handled like this all the time but it s any second with you,well theres a marshall on its way and in zurich it is handled like this all the time but its any second with you,26.92
1546,aero flot one four three expedite to the left and vacate via runway two two,roethold one four three expect high to the left and vacate via runway two two,26.67
1838,austrian three three one praha hello radar contact climb to flight level three two zero,austrian three three one hello contact kanto flight level three two zero,26.67
2704,majestic one three one contact praha one three three decimal four one zero good bye,manchester one three one contact baha one three three decimal four one zero goodbye,26.67
2829,cimber three five two eight hello radar radar contact climb flight level one four zero,kimba three five you are all radar radar contact climb flight level one four zero,26.67
266,taxi via runway two four hold short of runway one three csa four delta romeo,taxi via runway two four short short of runway one three csc four daltrey one,26.67
2820,one two one nine for ground three five two four three five two three bye,one two one nine for ground three five two three bye,26.67
55,csa six nine one left heading one six zero clear ils approach runway one three,csa six one nine left heading one six zero cleared eyes approach runway one three,26.67
1378,lufthansa one papa kilo contact warsaw one three four decimal eight seven five good bye,oftanza one papa kilo contact varshava one three four decimal eight seven five goodbye,26.67
644,csa six one nine present heading descend four thousand feet qnh one zero one eight,charlie three six one nine fresno heading descent four thousand feet qnh one zero one eight,26.67
1397,lufthansa seven two two contact praha one three three decimal three nine zero good bye,lufthansa seven two two contact trahaman three three decimal three nine zero goodbye,26.67
1877,euro trans five three three seven contact munchen one three one decimal zero five five,europe france five three three seven contact mention one three one zero five five,26.67
19,down level two nine zero one two seven one two five lufthansa six november hotel,down level two nine zero zero one two seven decimal one two five lufthansa six naboti,26.67
1609,quality zero zero one contact warsaw one three four decimal nine two five bye bye,quality zero zero one contact barcheva one three four december nine two five balazs,26.67
2154,lufthansa six mike alfa contact munich one two two point six eight zero good bye,boden sa six mike alpha contact munich one two two decimal six eight zero good bye,26.67
995,lufthansa one four nine zero contact warsaw one two zero decimal nine five zero good,run the one four nine zero contact varshavas one two zero decimal nine five zero,26.67
1017,one cimber three five two seven we are speeding yes we are comming down to,three five two seven we are speeding yeah we are coming down to,26.67
1019,nav checker five one one we are on the way to your airfield and i would like to know what is the actual ground base you have in your area,yeah lets check the weather on we are on the way to your airfield and i would like to know what is the actual cloud space you have in your area,26.67
632,condor five two three contatc munich one three one decimal zero five five good bye,condor five two three contact medicine one three one decimal zero five five goodbye,26.67
1071,klm one three five one descend four thousand feet cleared ils approach runway three one report when fully established,klm one three five one descend four zulu echo romeo oscar feet cleared ios approach runway three one report when fully established,26.32
2175,wizz air four romeo zulu descend to flight level two nine zero and contact praha one two seven one two five good bye,bizzo four omeo zulu descend to flight level two nine zero and contact praha one two seven decimal one two five goodbye,26.09
262,air france two four eight two continue present heading and you are crossed localizer be established from the left side for you extansion,i found two four eight two continue present heading and you are cross localized be established from the left side for your extension,26.09
796,ukraine international four zero one contact munich one three two decimal one five five good bye to one three two one five five good bye four zero,ukraine international four zero one contact munich one three two decimal one five five goodbye one three two decimal one five five goodbye four zero one,25.93
1563,nor shuttle four five zero one contact praha one three five decimal one three five one three five one three five nor shuttle four five zero one,november four five zero one contact praha one three five decimal one three five good bye one three five decimal one three five november four five zero one,25.93
2312,swiss one nine seven tower guten morgen wind zero eight zero degrees one two knots gusting one nine runway one four cleared to land vacate hotel two,swiss one nine seven tango good morning wind zero eight zero degrees one two knots casting one nine runway one four cleared to land track kilo total two,25.93
1542,one three two one five five good bye cimber zero zero nin,one three two one five five good morning camper zero zero nine,25.0
2916,csa seven four three,qsa seven four three,25.0
992,easy two four seven foxtrot hello radar contact,echo charlie two four seven foxtrot hello radar contact,25.0
2122,csa five zero four proceed direct to venox,csa five zero four proceed direct to van nuks,25.0
690,lufthansa two five three zero squak one four six three and climb level three four zero,of the two five two zero squawk one four six three and climb level three four zero,25.0
1636,roger climb flight level three four zero climbing level three four zero five three eight lima,roger com five level three four zero climbing level three four zero five three team,25.0
2115,one three three two eight five ethiopian seven zero two bye bye,one three three two is my cgp seven zero two bye bye,25.0
1215,good morning praha wizz air four bravo papa inbound tusin climb flight level two four zero request three six zero,good morning paja were here for bravo papa inbound two climb flight level two four zero request three six zero,25.0
923,rection seven zero nine,seven zero nine,25.0
37,tango three six five sion tower good morning air taxi holding point,bago three six five chantal good morning air taxi holding point,25.0
1328,izrael two five two present heading for spacing,israar two five two present sarin for spacing,25.0
200,climb flight level one six zero sky travel one zero three eight,flying flight level one six zero skytrooper one zero three eight,25.0
2854,csa five one seven contact ruzyne ground one two one decimal nine,csa five one seven contact rosian ground one two one decimal nine nine aunty,25.0
2210,ready for departure sky travel six eight two,ready for departure skytrail six eight two,25.0
271,one two zero one,two zero one,25.0
986,roger will check information,roger well check information,25.0
2062,praha control good evening virgin three hundred flight level three five zero,baja control good evening virgin three zero zero flight level three five zero,25.0
2883,turkish six foxtrot lima is in hello taxi second right via inner foxtrot and mike to stand bravo three two,charlie xray six foxtrot lima open hello taxi second right via inr foxtrot and mike to stand bravo three two,25.0
1613,beline three papa p tower good morning runway three one clear to land wind one seven zero degrees three knots,we run three papa papa tower good morning runway three one cleared to wind one seven zero degrees three knots,25.0
387,fedex three four proceed to lima delta zulu,ferrex three four proceed to lima delta zu,25.0
1699,n two six nine six sierra descend flight level eight zero intercept localizer runway three one,nine two six nine six sierra descent flight level eight zero interceptor collider runway three one,25.0
2492,hotel romeo november five one one climb flight level two eight zero,hotel romeo november five one one call follow at two eight zero,25.0
966,condor five two three descend flight level two nine zero due traffic,codr five two three descent flight level two nine zero new traffic,25.0
2167,air france two zero two four papa contact rhein one three six decimal four zero five,france to zero two four papa contact rhein one three six seven four zero five four,25.0
1691,lomki six romeo arrival,lomke six romeo arrival,25.0
1054,one four five seven and proceeding to varik jat two seven two,one four five seven im proceeding to varete at two seven two,25.0
1687,csa five victor papa contact ruzyne ground one two one decimal nine,csa five victor papa contact lusn ground one two one decimal nine nine nacional,25.0
2614,contact tower one one eight one good night,contact tower on eight one good night,25.0
2451,seven five etihad zero zero eight bye bye,seven five heading at zero zero eight bye bye,25.0
2074,wien one three one decimal three five zero,vienna one three one decimal three five zero nussungschonau,25.0
355,csa five six one,csa five six one errr,25.0
1226,descend flight level seven zero seven zero two six nine six zero,disentralizer seven zero seven zero two six nine six zero,25.0
1754,cargo lux seven nine eight contact bratislava one three four decimal four seven five bye bye,tango seven nine eight contact bratislava im taking four decimal four seven five bye bye,25.0
1587,ryan air six quebec uniform contact praha one two seven decimal one two five good bye,one nine six quebec uniform contact praha one two seven decimal one two five goodbye,25.0
946,condor squawk one four seven four climb flight level three four zero,condor five two two squawk one four seven four climb flight level three four zero,25.0
220,good evening sky travel one zero three seven,good evening skytrouble one zero three seven,25.0
1183,lufthansa seven five zero,lobstinger seven five zero,25.0
558,tower csa four zero seven ils three one,nabtc four zero seven ils three one,25.0
544,affirm ready in the,affirm ready in the sun,25.0
853,and proceed direct sopav,and proceed direct surpass,25.0
2010,lufthansa six four mike one three three three nine zero bye bye,cessna six one four mike one two three three nine zero bye bye,25.0
1092,we will check papa,we will check the,25.0
70,passing two four zero,okay two four zero,25.0
2729,russia two two two contact praha radar one one eight decimal three seven five good bye,russia two two two contact paraharidar one one eight decimal three seven five goodbye,25.0
1080,ohlnipon two zero eight squawk one four seven one climb to flight level three three zero,only point two zero eight squawk one four seven one down to flan level three three zero,25.0
735,qatari six zero five six contact bratislava one two five decimal nine six five good bye,katari six zero five six contact bratislava one two five decimal nine zero six five goodbye,25.0
1361,llz runway three one,localize runway three one,25.0
2263,austrian three three two papa descend to flight level three two zero,oscar zulu three three two papa descent to flight level three two zero,25.0
1821,thank you sir reducing,thank you for reducing,25.0
54,beria eight seven five,radio eight seven five,25.0
2811,climbing flight level three three zero donavia three zero six thank you,climb in flight level three three zero three zero six thank you,25.0
2696,praha radar one two seven decimal eight two,radar one two seven decimal eight,25.0
2669,zero two three affirm,zero two three afam,25.0
505,fedex three eight checking at three one zero,fedex three alfa checking in three one zero,25.0
2672,direct to pisam sky travel six seven zero,direct to pisama sky level six seven zero,25.0
1935,over tom tomti flight level three four zero,over tom k sma level three four zero,25.0
693,praha radar hello austrian three two three golf level two six five climbing two eight zero,hello austrian three two three golf november two six five coming two eight zero,25.0
1173,continue approach runway one six right china eastern seven seven nine one,continue approach runway one six right china you can sail seven seven nine one,25.0
762,d flight level one seven zero quality eight,flight level one seven zero four quality eight,25.0
1413,csa six three one report minimum clean speed,charlie six three i report minimum clean speed,25.0
1365,air france one zero eight two radar radar contact descend flight level one zero zero no speed limit information oscar,once again victor zero eight two radar contact descent flight level one zero zero no speed limit information oscar,25.0
754,lufthansa cargo eight four one six fly pepik,lufthansa cargo eight four one six five traffic,25.0
2745,thai nine two zero praha good morning radar contact proceed to rapet,nine two zero good morning radar contact proceed to rapid,25.0
766,ne zero one eight,one zero one eight,25.0
2684,lufthansa six november whiskey contact praha one two seven decimal one two five good bye two seven one two five lufthansa six november whiskey bye,november six november contact praha one two seven decimal one two five good bye two seven decimal one two five november six november wind,24.0
1675,air nostrum seven eight juliett mike direct hello wind one eight zero degrees four knots runway one four cleared to land,november from seven eight juliett c c wind one eight zero degrees four knots runway one four cleared to land,23.81
2079,csa six three five reduce speed one six zero knots till four miles contact ruzyne tower one one eight decimal one,charlie six three five reduce speed one six zero knots till four miles contact rosin tower runway one eight zero ciao,23.81
1752,csa five seven three runway three one clear to land wind one nine zero degrees three knots expedite vacating via golf,charlie three five seven three runway three one cleared to land wind one nine zero° three knots expedite vacating via golf,23.81
1239,csa zero two four runway three one cleared for takeoff wind one eight zero degrees four knots,charlie charlie oscar two four runway three one cleared for takeoff wind one eight zero degrees four knots professional,23.53
2825,lufthansa six one three when ready descend to flight level three zero zero reach level by rapet,bovdansa six one three when ready descend fly level three zero zero reach level by rapid,23.53
1738,csa seven six echo turn right proceed direct to agava right direct agava csa seven six echo,csa seven charlie contact right proceed direct to agava right direct agava csa seven six zero,23.53
1534,lot five two five runway one three clear to land wind zero six zero degrees six knots,lots of five two five runway one three cleared to land in zero six zero degrees six knots,23.53
1198,csa five six zero runway one three cleared for takeoff wind zero six zero degrees six kdnots,csa five six zero runway one three cleared for takeoff and zero six zero degrees its not professional,23.53
567,hotel yankee hotel wind zero four zero degrees one one knots runway one zero cleared to land,hot tail yankee hot tail wind zero four zero degrees one one knots runway one zero cleared to land,23.53
1074,at the airport it s right of treshold of runway three one will not cross your track,at the airport its right of threshold runway three one will not cross your track,23.53
1522,sierra victor romeo three five one one contact wien one three four four four zero bye bye,cerha vector omega three five one one contact green one three four four four zero bye bye,23.53
691,tower shamrock six four four is with you shamrock six four four hello ruzyne tower continue approach,shamrock six four four is with you shamrock six four four hello russian i will continue approach,23.53
1745,csa nine seven six contact radar one two seven decimal eight two five,csa nine seven six contact radar one two seven decimal eight two five and message home,23.08
660,delta charlie kilo victor india tower hello qnh one zero two seven startup approved runway three two cleared destination malta via the mebox three bravo departure,delta charlie kv trindia tower eloghan hotel one zero two seven startup approved runway three two cleared destination malta via the maybach three bravo departure,23.08
